Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765326353,9780765326355,5,4.65,Tor Books,Hardcover,1007,2010,2010,,3/17/2019,,,read,,,,1,0
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez, W.K. Marriott, Denis Daly, Μαρία Κασωτάκη",0937832383,9780937832387,0,3.83,Dante University of America Press,Paperback,140,2003,1513,,11/17/2019,to-read,to-read (#20),to-read,,,,0,0
41821,The Gods Themselves,Isaac Asimov,"Asimov, Isaac",,1857989341,9781857989342,4,4.09,Millenium,Paperback,288,2000,1972,,8/29/2019,,,read,,,,1,0
41817481,Underland: A Deep Time Journey,Robert Macfarlane,"Macfarlane, Robert",,0393242145,9780393242140,0,4.22,W.W. Norton & Company,Hardcover,496,2019,2019,,11/11/2019,to-read,to-read (#19),to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,,,0,4.33,NAL Trade,Paperback,976,2002,1989,,11/1/2019,to-read,to-read (#18),to-read,,,,0,0
40864763,The Chosen (Contender #1),Taran Matharu,"Matharu, Taran",,1250138701,9781250138705,4,3.81,Feiwel & Friends ,Hardcover,368,2019,2019,,5/28/2019,,,read,,,,1,0
44025146,"Master of the Phantom Isle (Dragonwatch, #3)",Brandon Mull,"Mull, Brandon",,1629726168,9781629726168,5,4.43,Shadow Mountain,Audio CD,490,2019,2019,,9/20/2019,,,read,,,,1,0
8146619,The Right Stuff,Tom Wolfe,"Wolfe, Tom",,,,5,4.22,,Kindle Edition,369,2004,1979,,7/7/2019,,,read,,,,1,0
42086897,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,1473680336,9781473680333,5,4.15,John Murray,Paperback,308,2019,2019,,8/26/2019,,,read,,,,1,0
1617,"Night  (The Night Trilogy, #1)",Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac",,,4,4.36,Hill & Wang,Paperback,115,2006,1956,,10/6/2019,,,read,,,,1,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,1400064163,9781400064168,5,4.37,Random House,Hardcover,492,2010,2010,,9/1/2019,,,read,,,,1,0
12974372,"A Natural History of Dragons (The Memoirs of Lady Trent, #1)",Marie Brennan,"Brennan, Marie",,0765331969,9780765331960,0,3.84,Tor Books,Hardcover,334,2013,2013,,10/6/2019,to-read,to-read (#16),to-read,,,,0,0
46223297,Permanent Record,Edward Snowden,"Snowden, Edward",,1250237238,9781250237231,0,4.31,Metropolitan Books,Hardcover,339,2019,2019,,9/20/2019,to-read,to-read (#15),to-read,,,,0,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,0553803719,9780553803716,4,4.17,Bantam,Hardcover,244,2004,1951,,3/16/2019,,,read,,,,1,0
6545608,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,"Junger, Sebastian",,0393337014,9780393337013,0,4.11,W. W. Norton & Company,Paperback,248,2009,1997,,9/4/2019,to-read,to-read (#14),to-read,,,,0,0
40277241,Brief Answers to the Big Questions,Stephen Hawking,"Hawking, Stephen",,1984819194,9781984819192,0,4.29,Bantam,Hardcover,256,2018,2018,,9/4/2019,to-read,to-read (#13),to-read,,,,0,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",Роберт Джордан,0812511816,9780812511819,0,4.19,Tor Books,Mass Market Paperback,800,1990,1990,,8/20/2019,to-read,to-read (#12),to-read,,,,0,0
156785,Diaspora,Greg Egan,"Egan, Greg",,3453161815,9783453161818,5,4.13,Heyne,Paperback,443,2000,1997,,7/7/2019,,,read,,,,1,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,,,0,4.16,Tor.com,ebook,144,2017,2017,,8/18/2019,to-read,to-read (#11),to-read,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,,,0,4.01,Vintage International,Paperback,159,1989,1942,,8/18/2019,to-read,to-read (#10),to-read,,,,0,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood",,,0,4.19,Penguin,Mass Market Paperback,1463,1987,1862,,8/18/2019,to-read,to-read (#9),to-read,,,,0,0
15795155,Bad Pharma: How Drug Companies Mislead Doctors and Harm Patients,Ben Goldacre,"Goldacre, Ben",,0865478007,9780865478008,0,4.1,"Farrar, Straus and Giroux",Hardcover,448,2013,2012,,8/18/2019,to-read,to-read (#8),to-read,,,,0,0
3272165,Bad Science,Ben Goldacre,"Goldacre, Ben",,0007240198,9780007240197,0,4.06,HarperCollins Publishers,Paperback,338,2008,2008,,8/18/2019,to-read,to-read (#7),to-read,,,,0,0
6693332,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,"Scott, Michael",,0385905165,9780385905169,4,4.13,Delacorte Books for Young Readers,Hardcover,416,2010,2010,,8/18/2019,,,read,,,,1,0
